state,program,Investment Type,Investment Dollars,Number of Investments
Wisconsin,Business Programs,Loan Funds - Guaranteed,"2,194,234",1
Wisconsin,Business Programs,Grant Funds,"361,556",1
Wisconsin,Business Programs,Grant Funds,"1,000,000",1
Wisconsin,Business Programs,Loan Funds - Guaranteed,"25,000,000",1
Wisconsin,Community Facilities,Grant Funds,"473,000",1
Wisconsin,Community Facilities,Grant Funds,"500,000",1
Wisconsin,Multifamily Housing,Grant Funds,"3,528",1
Wisconsin,Multifamily Housing,Grant Funds,"6,000",1
Wisconsin,Multifamily Housing,Grant Funds,"11,659",4
Wisconsin,Multifamily Housing,Grant Funds,"5,328",1
Wisconsin,Multifamily Housing,Grant Funds,"6,756",1
Wisconsin,Multifamily Housing,Grant Funds,"128,166",1
Wisconsin,Multifamily Housing,Grant Funds,"4,908",1
Wisconsin,Multifamily Housing,Grant Funds,900,1
Wisconsin,Single Family Housing,Loan Funds - Direct,"192,066",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"272,626",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"219,191",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"409,090",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"168,585",1
Wisconsin,Single Family Housing,Grant Funds,"3,200",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"16,910",1
Wisconsin,Community Facilities,Grant Funds,"2,093,000",1
Wisconsin,Multifamily Housing,Grant Funds,"79,171",1
Wisconsin,Multifamily Housing,Grant Funds,"120,913",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"292,929",1
Wisconsin,Single Family Housing,Grant Funds,"9,280",1
Wisconsin,Business Programs,Grant Funds,"219,769",1
Wisconsin,Business Programs,Grant Funds,"44,083",1
Wisconsin,Community Facilities,Grant Funds,"2,026,977",1
Wisconsin,Multifamily Housing,Grant Funds,"601,573",1
Wisconsin,Multifamily Housing,Grant Funds,"166,967",1
Wisconsin,Multifamily Housing,Grant Funds,"61,962",1
Wisconsin,Multifamily Housing,Grant Funds,"83,204",1
Wisconsin,Multifamily Housing,Grant Funds,"1,500",1
Wisconsin,Multifamily Housing,Grant Funds,"4,884",1
Wisconsin,Multifamily Housing,Grant Funds,"2,076",2
Wisconsin,Multifamily Housing,Grant Funds,"5,460",1
Wisconsin,Multifamily Housing,Grant Funds,"6,036",1
Wisconsin,Multifamily Housing,Grant Funds,"25,800",4
Wisconsin,Multifamily Housing,Grant Funds,"9,456",2
Wisconsin,Multifamily Housing,Grant Funds,"16,104",3
Wisconsin,Multifamily Housing,Grant Funds,"3,240",1
Wisconsin,Multifamily Housing,Grant Funds,"17,700",4
Wisconsin,Multifamily Housing,Grant Funds,"5,496",1
Wisconsin,Multifamily Housing,Grant Funds,"7,680",1
Wisconsin,Multifamily Housing,Grant Funds,"32,244",6
Wisconsin,Multifamily Housing,Grant Funds,231,1
Wisconsin,Multifamily Housing,Grant Funds,"7,716",2
Wisconsin,Multifamily Housing,Grant Funds,"12,288",3
Wisconsin,Single Family Housing,Loan Funds - Direct,"278,300",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"292,000",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"155,555",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"173,232",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"150,505",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"169,696",1
Wisconsin,Single Family Housing,Grant Funds,"10,000",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"6,146",1
Wisconsin,Community Facilities,Grant Funds,"825,000",1
Wisconsin,Multifamily Housing,Grant Funds,"8,940",1
Wisconsin,Multifamily Housing,Grant Funds,"25,298",1
Wisconsin,Multifamily Housing,Grant Funds,"143,873",1
Wisconsin,Multifamily Housing,Grant Funds,"96,210",1
Wisconsin,Multifamily Housing,Grant Funds,"3,516",1
Wisconsin,Multifamily Housing,Grant Funds,"4,524",1
Wisconsin,Multifamily Housing,Grant Funds,"141,036",23
Wisconsin,Multifamily Housing,Grant Funds,"8,988",2
Wisconsin,Single Family Housing,Loan Funds - Direct,"300,000",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"250,958",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"120,959",1
Wisconsin,Single Family Housing,Grant Funds,"5,929",1
Wisconsin,Multifamily Housing,Grant Funds,"8,556",1
Wisconsin,Multifamily Housing,Grant Funds,"170,853",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"461,615",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"183,838",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"132,575",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"232,323",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"157,070",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"242,424",1
Wisconsin,Multifamily Housing,Grant Funds,"47,476",1
Wisconsin,Multifamily Housing,Grant Funds,"3,156",1
Wisconsin,Multifamily Housing,Grant Funds,"71,131",1
Wisconsin,Multifamily Housing,Grant Funds,"2,604",1
Wisconsin,Multifamily Housing,Grant Funds,"48,822",1
Wisconsin,Multifamily Housing,Grant Funds,"38,538",1
Wisconsin,Multifamily Housing,Grant Funds,"221,377",1
Wisconsin,Multifamily Housing,Grant Funds,"1,365",1
Wisconsin,Multifamily Housing,Grant Funds,"90,415",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"200,000",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"112,203",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"240,000",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"258,585",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"164,141",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"179,797",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
Wisconsin,Multifamily Housing,Grant Funds,"49,378",1
Wisconsin,Multifamily Housing,Grant Funds,"71,055",1
Wisconsin,Multifamily Housing,Grant Funds,"8,124",2
Wisconsin,Multifamily Housing,Grant Funds,"168,535",1
Wisconsin,Single Family Housing,Grant Funds,"26,010",3
Wisconsin,Business Programs,Grant Funds,"13,485",1
Wisconsin,Multifamily Housing,Grant Funds,"18,725",1
Wisconsin,Multifamily Housing,Grant Funds,"38,770",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"242,323",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"210,101",1
Wisconsin,Single Family Housing,Grant Funds,"3,050",1
Wisconsin,Single Family Housing,Grant Funds,"3,120",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"6,650",1
Wisconsin,Water and Environmental,Grant Funds,"25,000",1
Wisconsin,Business Programs,Grant Funds,"414,500",1
Wisconsin,Multifamily Housing,Grant Funds,"55,212",10
Wisconsin,Multifamily Housing,Grant Funds,"6,732",1
Wisconsin,Multifamily Housing,Grant Funds,"6,792",1
Wisconsin,Multifamily Housing,Grant Funds,"131,282",1
Wisconsin,Multifamily Housing,Grant Funds,"243,292",1
Wisconsin,Multifamily Housing,Grant Funds,"65,016",11
Wisconsin,Multifamily Housing,Grant Funds,"8,556",1
Wisconsin,Multifamily Housing,Grant Funds,"3,192",1
Wisconsin,Multifamily Housing,Grant Funds,"68,436",1
Wisconsin,Multifamily Housing,Grant Funds,"8,652",2
Wisconsin,Multifamily Housing,Grant Funds,"12,000",3
Wisconsin,Multifamily Housing,Grant Funds,"192,912",1
Wisconsin,Multifamily Housing,Grant Funds,"16,200",3
Wisconsin,Multifamily Housing,Grant Funds,"363,285",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"240,609",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"374,000",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"241,841",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"198,585",1
Wisconsin,Multifamily Housing,Grant Funds,"10,416",2
Wisconsin,Multifamily Housing,Grant Funds,"283,216",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"105,606",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"191,919",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"186,767",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"198,989",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Wisconsin,Multifamily Housing,Grant Funds,"129,906",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"293,348",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"363,636",1
Wisconsin,Business Programs,Grant Funds,"77,995",1
Wisconsin,Business Programs,Grant Funds,"143,516",1
Wisconsin,Multifamily Housing,Grant Funds,"9,060",1
Wisconsin,Multifamily Housing,Grant Funds,"55,428",7
Wisconsin,Multifamily Housing,Grant Funds,"137,948",1
Wisconsin,Multifamily Housing,Grant Funds,"4,152",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"232,323",1
Wisconsin,Multifamily Housing,Grant Funds,"169,584",1
Wisconsin,Multifamily Housing,Grant Funds,"50,532",7
Wisconsin,Multifamily Housing,Grant Funds,"43,756",1
Wisconsin,Multifamily Housing,Grant Funds,"181,182",1
Wisconsin,Business Programs,Grant Funds,"35,787",1
Wisconsin,Business Programs,Grant Funds,"63,982",1
Wisconsin,Business Programs,Grant Funds,"161,373",1
Wisconsin,Multifamily Housing,Grant Funds,"6,948",1
Wisconsin,Multifamily Housing,Grant Funds,"139,054",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"322,600",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"166,161",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"188,373",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"272,727",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"303,535",1
Wisconsin,Multifamily Housing,Grant Funds,"4,764",1
Wisconsin,Multifamily Housing,Grant Funds,"2,232",1
Wisconsin,Multifamily Housing,Grant Funds,"59,256",9
Wisconsin,Multifamily Housing,Grant Funds,"1,824",1
Wisconsin,Multifamily Housing,Grant Funds,"5,304",1
Wisconsin,Multifamily Housing,Grant Funds,"16,800",3
Wisconsin,Multifamily Housing,Grant Funds,"66,010",1
Wisconsin,Multifamily Housing,Grant Funds,"265,786",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"175,757",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"102,370",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"1,799,137",11
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Wisconsin,Business Programs,Grant Funds,"16,072",1
Wisconsin,Business Programs,Grant Funds,"341,850",1
Wisconsin,Business Programs,Grant Funds,"29,880",1
Wisconsin,Business Programs,Grant Funds,"11,300",1
Wisconsin,Business Programs,Grant Funds,"33,932",1
Wisconsin,Multifamily Housing,Grant Funds,"213,414",1
Wisconsin,Multifamily Housing,Grant Funds,"63,852",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"133,333",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"147,222",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Wisconsin,Single Family Housing,Grant Funds,550,1
Wisconsin,Single Family Housing,Loan Funds - Direct,"16,400",1
Wisconsin,Multifamily Housing,Grant Funds,"25,884",4
Wisconsin,Multifamily Housing,Grant Funds,"27,912",4
Wisconsin,Multifamily Housing,Grant Funds,"4,188",1
Wisconsin,Multifamily Housing,Grant Funds,"3,708",1
Wisconsin,Multifamily Housing,Grant Funds,"2,064",1
Wisconsin,Multifamily Housing,Grant Funds,"4,116",1
Wisconsin,Multifamily Housing,Grant Funds,"3,936",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"128,484",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"135,353",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"128,484",1
Wisconsin,Business Programs,Grant Funds,"793,450",1
Wisconsin,Business Programs,Grant Funds,"76,517",1
Wisconsin,Business Programs,Grant Funds,"32,845",1
Wisconsin,Multifamily Housing,Grant Funds,"879,300",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"94,673",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"127,272",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"853,533",5
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"157,373",1
Wisconsin,Business Programs,Loan Funds - Guaranteed,"10,950,000",1
Wisconsin,Business Programs,Grant Funds,"49,665",1
Wisconsin,Business Programs,Grant Funds,"174,250",1
Wisconsin,Multifamily Housing,Grant Funds,"3,384",1
Wisconsin,Multifamily Housing,Grant Funds,"3,888",1
Wisconsin,Multifamily Housing,Grant Funds,"93,017",1
Wisconsin,Multifamily Housing,Grant Funds,"13,171",1
Wisconsin,Multifamily Housing,Grant Funds,"19,188",4
Wisconsin,Multifamily Housing,Grant Funds,"2,868",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"361,110",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"445,454",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"159,000",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"1,362,775",9
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"681,109",4
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"209,090",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"2,412,468",16
Wisconsin,Single Family Housing,Grant Funds,"8,927",2
Wisconsin,Multifamily Housing,Grant Funds,"34,490",1
Wisconsin,Multifamily Housing,Grant Funds,"50,572",1
Wisconsin,Multifamily Housing,Grant Funds,"42,308",1
Wisconsin,Multifamily Housing,Grant Funds,"11,676",4
Wisconsin,Multifamily Housing,Grant Funds,"4,224",1
Wisconsin,Multifamily Housing,Grant Funds,"59,071",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"148,800",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"180,378",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"137,878",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"146,464",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"14,999",1
Wisconsin,Multifamily Housing,Grant Funds,"6,480",1
Wisconsin,Multifamily Housing,Grant Funds,"2,336",2
Wisconsin,Multifamily Housing,Grant Funds,"4,632",1
Wisconsin,Multifamily Housing,Grant Funds,"176,376",1
Wisconsin,Multifamily Housing,Grant Funds,"38,250",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"597,731",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"222,121",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"257,575",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"292,828",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"216,666",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"656,564",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"177,858",1
Wisconsin,Multifamily Housing,Grant Funds,"14,424",2
Wisconsin,Multifamily Housing,Grant Funds,"11,748",2
Wisconsin,Multifamily Housing,Grant Funds,"9,600",1
Wisconsin,Multifamily Housing,Grant Funds,"14,016",4
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"175,454",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"178,282",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"103,030",1
Wisconsin,Single Family Housing,Grant Funds,"10,000",1
Wisconsin,Multifamily Housing,Grant Funds,"93,789",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"235,000",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"167,700",1
Wisconsin,Multifamily Housing,Grant Funds,"6,180",1
Wisconsin,Multifamily Housing,Grant Funds,"40,242",1
Wisconsin,Multifamily Housing,Grant Funds,"4,956",1
Wisconsin,Multifamily Housing,Grant Funds,"6,564",1
Wisconsin,Multifamily Housing,Grant Funds,"3,368",1
Wisconsin,Multifamily Housing,Grant Funds,"41,784",8
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"197,474",1
Wisconsin,Business Programs,Grant Funds,"5,000,000",1
Wisconsin,Multifamily Housing,Grant Funds,"136,011",1
Wisconsin,Business Programs,Grant Funds,"46,937",1
Wisconsin,Business Programs,Grant Funds,"53,860",1
Wisconsin,Multifamily Housing,Grant Funds,"69,185",1
Wisconsin,Multifamily Housing,Grant Funds,"474,229",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"596,968",3
Wisconsin,Multifamily Housing,Grant Funds,"39,006",1
Wisconsin,Multifamily Housing,Grant Funds,"4,884",1
Wisconsin,Multifamily Housing,Grant Funds,"9,360",2
Wisconsin,Multifamily Housing,Grant Funds,"49,350",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"561,031",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"207,323",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"153,700",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"303,030",1
Wisconsin,Business Programs,Grant Funds,"74,198",1
Wisconsin,Business Programs,Grant Funds,"80,000",1
Wisconsin,Business Programs,Grant Funds,"95,700",1
Wisconsin,Multifamily Housing,Grant Funds,"3,996",1
Wisconsin,Multifamily Housing,Grant Funds,"27,619",1
Wisconsin,Multifamily Housing,Grant Funds,"48,684",9
Wisconsin,Multifamily Housing,Grant Funds,"37,509",1
Wisconsin,Multifamily Housing,Grant Funds,"349,752",1
Wisconsin,Multifamily Housing,Grant Funds,"86,719",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"753,877",4
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"173,737",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"624,747",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"191,919",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"244,715",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"11,602",1
Wisconsin,Business Programs,Grant Funds,"8,500",1
Wisconsin,Business Programs,Grant Funds,"122,539",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"103,030",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"182,828",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"86,868",1
Wisconsin,Single Family Housing,Grant Funds,"10,000",1
Wisconsin,Business Programs,Grant Funds,"28,101",1
Wisconsin,Multifamily Housing,Grant Funds,"4,716",1
